类型,货币,金额,汇率（相对本位币）,项目,分类,父类,账户,付款,收款,日期,标签,备注,clean_amount,amount_abs,flow_direction,clean_date,date_valid,clean_project,is_transfer,transfer_subtype,is_refund,is_loan,cny_amount,valid_for_stats,corrected_type,category_l1,category_l2,is_fixed_expense,is_travel,year,month,quarter,day_of_week,is_weekend,is_holiday,holiday_name,is_around_holiday,is_capital_expense,is_outlier,life_stage,month_complete,is_purchase_support
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/14 18:24,,,-8.0,8.0,支出,2025-04-14 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,微信余额,,,2025/4/14 18:23,,,-3.0,3.0,支出,2025-04-14 18:23:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-14.40,1,,打车,交通,微信余额,,,2025/4/14 18:22,,,-14.4,14.4,支出,2025-04-14 18:22:00,True,,False,,False,False,14.4,True,支出,交通,打车,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,药品费,医疗,招商银行,,,2025/4/14 18:17,,挂号,-6.0,6.0,支出,2025-04-14 18:17:00,True,,False,,False,False,6.0,True,支出,医疗,药品,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-21.43,1,,药品费,医疗,招商银行,,,2025/4/14 18:17,,,-21.43,21.43,支出,2025-04-14 18:17:00,True,,False,,False,False,21.43,True,支出,医疗,药品,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-31.90,1,,早午晚餐,日常消费,招商银行,,,2025/4/14 18:17,,,-31.9,31.9,支出,2025-04-14 18:17:00,True,,False,,False,False,31.9,True,支出,餐饮,正餐,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥3.96,1,,利息收入,其他收入,招行工资卡,,,2025/4/14 18:14,,,3.96,3.96,收入,2025-04-14 18:14:00,True,,False,,False,False,3.96,True,收入,理财,利息,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-33,1,,水电,房子,招行工资卡,,,2025/4/14 18:14,,煤气,-33.0,33.0,支出,2025-04-14 18:14:00,True,,False,,False,False,33.0,True,支出,居住,水电,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-76.40,1,,水电,房子,招行工资卡,,,2025/4/14 18:14,,,-76.4,76.4,支出,2025-04-14 18:14:00,True,,False,,False,False,76.4,True,支出,居住,水电,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2025/4/14 18:07,,,-6.0,6.0,支出,2025-04-14 18:07:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-7,1,,公交/地铁/共享单车,交通,公交卡,,,2025/4/14 18:07,,,-7.0,7.0,支出,2025-04-14 18:07:00,True,,False,,False,False,7.0,True,支出,交通,公共交通,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,公交/地铁/共享单车,交通,公交卡,,,2025/4/14 18:06,,,-3.0,3.0,支出,2025-04-14 18:06:00,True,,False,,False,False,3.0,True,支出,交通,公共交通,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
转账,CNY,¥10,1,,账户互转,,,招行工资卡,公交卡,2025/4/14 18:06,,,10.0,10.0,转账,2025-04-14 18:06:00,True,,True,账户互转,False,False,10.0,False,转账,转账,账户互转,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
转账,CNY,¥10,1,,账户互转,,,招行工资卡,公交卡,2025/4/14 18:06,,,10.0,10.0,转账,2025-04-14 18:06:00,True,,True,账户互转,False,False,10.0,False,转账,转账,账户互转,False,False,2025,4,2,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-34.29,1,,早午晚餐,日常消费,招商银行,,,2025/4/13 18:11,,,-34.29,34.29,支出,2025-04-13 18:11:00,True,,False,,False,False,34.29,True,支出,餐饮,正餐,False,False,2025,4,2,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-23.85,1,,早午晚餐,日常消费,招商银行,,,2025/4/13 18:11,,,-23.85,23.85,支出,2025-04-13 18:11:00,True,,False,,False,False,23.85,True,支出,餐饮,正餐,False,False,2025,4,2,6,True,False,,False,False,False,pre_car,True,False
收入,CNY,¥3.90,1,,利息收入,其他收入,招行工资卡,,,2025/4/13 18:11,,,3.9,3.9,收入,2025-04-13 18:11:00,True,,False,,False,False,3.9,True,收入,理财,利息,False,False,2025,4,2,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-19.25,1,,早午晚餐,日常消费,招商银行,,,2025/4/12 18:11,,,-19.25,19.25,支出,2025-04-12 18:11:00,True,,False,,False,False,19.25,True,支出,餐饮,正餐,False,False,2025,4,2,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-22.80,1,,早午晚餐,日常消费,招商银行,,,2025/4/12 18:11,,,-22.8,22.8,支出,2025-04-12 18:11:00,True,,False,,False,False,22.8,True,支出,餐饮,正餐,False,False,2025,4,2,5,True,False,,False,False,False,pre_car,True,False
收入,CNY,¥3.90,1,,利息收入,其他收入,招行工资卡,,,2025/4/12 18:11,,,3.9,3.9,收入,2025-04-12 18:11:00,True,,False,,False,False,3.9,True,收入,理财,利息,False,False,2025,4,2,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-7.50,1,,吃喝,日常消费,微信余额,,,2025/4/11 18:24,,蜜雪冰城,-7.5,7.5,支出,2025-04-11 18:24:00,True,,False,,False,False,7.5,True,支出,餐饮,小吃饮品,False,False,2025,4,2,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/11 18:24,,,-8.0,8.0,支出,2025-04-11 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/11 18:24,,,-8.0,8.0,支出,2025-04-11 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,微信余额,,,2025/4/11 18:24,,,-3.0,3.0,支出,2025-04-11 18:24:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2025,4,2,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-20.55,1,,早午晚餐,日常消费,招商银行,,,2025/4/11 18:11,,,-20.55,20.55,支出,2025-04-11 18:11:00,True,,False,,False,False,20.55,True,支出,餐饮,正餐,False,False,2025,4,2,4,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥3.92,1,,利息收入,其他收入,招行工资卡,,,2025/4/11 18:11,,,3.92,3.92,收入,2025-04-11 18:11:00,True,,False,,False,False,3.92,True,收入,理财,利息,False,False,2025,4,2,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/10 18:24,,,-8.0,8.0,支出,2025-04-10 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,微信余额,,,2025/4/10 18:24,,,-3.0,3.0,支出,2025-04-10 18:24:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2025,4,2,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/10 18:24,,,-8.0,8.0,支出,2025-04-10 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-38,1,,早午晚餐,日常消费,微信余额,,,2025/4/10 18:24,,,-38.0,38.0,支出,2025-04-10 18:24:00,True,,False,,False,False,38.0,True,支出,餐饮,正餐,False,False,2025,4,2,3,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥3.93,1,,利息收入,其他收入,招行工资卡,,,2025/4/10 18:11,,,3.93,3.93,收入,2025-04-10 18:11:00,True,,False,,False,False,3.93,True,收入,理财,利息,False,False,2025,4,2,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-150,1,,护肤/理发,,美容卡,,,2025/4/10 15:48,,,-150.0,150.0,支出,2025-04-10 15:48:00,True,,False,,False,False,150.0,True,支出,个护,综合,False,False,2025,4,2,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/9 18:24,,,-8.0,8.0,支出,2025-04-09 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/9 18:24,,,-8.0,8.0,支出,2025-04-09 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,微信余额,,,2025/4/9 18:24,,,-3.0,3.0,支出,2025-04-09 18:24:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2025,4,2,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-22.55,1,,早午晚餐,日常消费,招商银行,,,2025/4/9 4:35,,,-22.55,22.55,支出,2025-04-09 04:35:00,True,,False,,False,False,22.55,True,支出,餐饮,正餐,False,False,2025,4,2,2,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥4.01,1,,利息收入,其他收入,招行工资卡,,,2025/4/9 4:35,,,4.01,4.01,收入,2025-04-09 04:35:00,True,,False,,False,False,4.01,True,收入,理财,利息,False,False,2025,4,2,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,微信余额,,,2025/4/8 18:24,,,-3.0,3.0,支出,2025-04-08 18:24:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2025,4,2,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/8 18:24,,,-8.0,8.0,支出,2025-04-08 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/8 18:24,,,-8.0,8.0,支出,2025-04-08 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-17.80,1,,早午晚餐,日常消费,招商银行,,,2025/4/8 18:11,,,-17.8,17.8,支出,2025-04-08 18:11:00,True,,False,,False,False,17.8,True,支出,餐饮,正餐,False,False,2025,4,2,1,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥3.95,1,,利息收入,其他收入,招行工资卡,,,2025/4/8 18:11,,,3.95,3.95,收入,2025-04-08 18:11:00,True,,False,,False,False,3.95,True,收入,理财,利息,False,False,2025,4,2,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-50,1,,手机话费,电子消费,微信余额,,,2025/4/7 18:24,,,-50.0,50.0,支出,2025-04-07 18:24:00,True,,False,,False,False,50.0,True,支出,数字消费,话费,True,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-20,1,,早午晚餐,日常消费,微信余额,,,2025/4/7 18:24,,,-20.0,20.0,支出,2025-04-07 18:24:00,True,,False,,False,False,20.0,True,支出,餐饮,正餐,False,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/7 18:24,,,-8.0,8.0,支出,2025-04-07 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,微信余额,,,2025/4/7 18:24,,,-8.0,8.0,支出,2025-04-07 18:24:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-2.23,1,,吃喝,日常消费,招商银行,,,2025/4/7 4:35,,华夫卷,-2.23,2.23,支出,2025-04-07 04:35:00,True,,False,,False,False,2.23,True,支出,餐饮,小吃饮品,False,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
收入,CNY,¥4.10,1,,利息收入,其他收入,招行工资卡,,,2025/4/7 4:35,,,4.1,4.1,收入,2025-04-07 04:35:00,True,,False,,False,False,4.1,True,收入,理财,利息,False,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-78,1,,护肤/理发,,招商银行,,,2025/4/7 4:35,,洗脸巾,-78.0,78.0,支出,2025-04-07 04:35:00,True,,False,,False,False,78.0,True,支出,个护,综合,False,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-137.59,1,,护肤/理发,,招商银行,,,2025/4/7 4:24,,保湿水,-137.59,137.59,支出,2025-04-07 04:24:00,True,,False,,False,False,137.59,True,支出,个护,综合,False,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-78,1,,护肤/理发,,招商银行,,,2025/4/7 4:24,,洗面奶,-78.0,78.0,支出,2025-04-07 04:24:00,True,,False,,False,False,78.0,True,支出,个护,综合,False,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥0,1,,护肤/理发,,招商银行,,,2025/4/7 4:24,,,0.0,0.0,支出,2025-04-07 04:24:00,True,,False,,False,False,0.0,True,支出,个护,综合,False,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-29.99,1,,手机话费,电子消费,招商银行,,,2025/4/7 4:02,,,-29.99,29.99,支出,2025-04-07 04:02:00,True,,False,,False,False,29.99,True,支出,数字消费,话费,True,False,2025,4,2,0,False,False,,True,False,False,pre_car,True,False
收入,CNY,¥4.05,1,,利息收入,其他收入,招行工资卡,,,2025/4/6 16:46,,,4.05,4.05,收入,2025-04-06 16:46:00,True,,False,,False,False,4.05,True,收入,理财,利息,False,False,2025,4,2,6,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-23.78,1,,早午晚餐,日常消费,招商银行,,,2025/4/6 16:46,,,-23.78,23.78,支出,2025-04-06 16:46:00,True,,False,,False,False,23.78,True,支出,餐饮,正餐,False,False,2025,4,2,6,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-15.15,1,,早午晚餐,日常消费,招商银行,,,2025/4/6 11:24,,,-15.15,15.15,支出,2025-04-06 11:24:00,True,,False,,False,False,15.15,True,支出,餐饮,正餐,False,False,2025,4,2,6,True,False,,True,False,False,pre_car,True,False
收入,CNY,¥4.05,1,,利息收入,其他收入,招行工资卡,,,2025/4/5 11:37,,,4.05,4.05,收入,2025-04-05 11:37:00,True,,False,,False,False,4.05,True,收入,理财,利息,False,False,2025,4,2,5,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-28.40,1,,早午晚餐,日常消费,招商银行,,,2025/4/5 11:26,,,-28.4,28.4,支出,2025-04-05 11:26:00,True,,False,,False,False,28.4,True,支出,餐饮,正餐,False,False,2025,4,2,5,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-41.91,1,,早午晚餐,日常消费,招商银行,,,2025/4/5 11:26,,,-41.91,41.91,支出,2025-04-05 11:26:00,True,,False,,False,False,41.91,True,支出,餐饮,正餐,False,False,2025,4,2,5,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-4,1,,公交/地铁/共享单车,交通,公交卡,,,2025/4/4 18:07,,,-4.0,4.0,支出,2025-04-04 18:07:00,True,,False,,False,False,4.0,True,支出,交通,公共交通,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
支出,CNY,¥-9,1,,公交/地铁/共享单车,交通,公交卡,,,2025/4/4 18:07,,,-9.0,9.0,支出,2025-04-04 18:07:00,True,,False,,False,False,9.0,True,支出,交通,公共交通,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
支出,CNY,¥-9,1,,公交/地铁/共享单车,交通,公交卡,,,2025/4/4 18:07,,,-9.0,9.0,支出,2025-04-04 18:07:00,True,,False,,False,False,9.0,True,支出,交通,公共交通,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
转账,CNY,¥10,1,,账户互转,,,招行工资卡,公交卡,2025/4/4 11:39,,,10.0,10.0,转账,2025-04-04 11:39:00,True,,True,账户互转,False,False,10.0,False,转账,转账,账户互转,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
转账,CNY,¥10,1,,账户互转,,,招行工资卡,公交卡,2025/4/4 11:39,,,10.0,10.0,转账,2025-04-04 11:39:00,True,,True,账户互转,False,False,10.0,False,转账,转账,账户互转,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
收入,CNY,¥4.05,1,,利息收入,其他收入,招行工资卡,,,2025/4/4 11:37,,,4.05,4.05,收入,2025-04-04 11:37:00,True,,False,,False,False,4.05,True,收入,理财,利息,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
支出,CNY,¥-152.50,1,,聚餐/请客,日常消费,招商银行,,,2025/4/4 11:30,,西餐+麦当劳,-152.5,152.5,支出,2025-04-04 11:30:00,True,,False,,False,False,152.5,True,支出,社交,聚餐请客,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
转账,CNY,¥305,1,,账户互转,,,招商银行,微信余额,2025/4/4 11:30,,,305.0,305.0,转账,2025-04-04 11:30:00,True,,True,账户互转,False,False,305.0,False,转账,转账,账户互转,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
支出,CNY,¥-2,1,,充电宝,电子消费,招商银行,,,2025/4/4 11:26,,,-2.0,2.0,支出,2025-04-04 11:26:00,True,,False,,False,False,2.0,True,支出,数字消费,共享充电,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
支出,CNY,¥-6.50,1,,吃喝,日常消费,招商银行,,,2025/4/4 11:26,,东方树叶,-6.5,6.5,支出,2025-04-04 11:26:00,True,,False,,False,False,6.5,True,支出,餐饮,小吃饮品,False,False,2025,4,2,4,False,True,清明,True,False,False,pre_car,True,False
支出,CNY,¥-2,1,,早午晚餐,日常消费,微信余额,,,2025/4/3 17:22,,,-2.0,2.0,支出,2025-04-03 17:22:00,True,,False,,False,False,2.0,True,支出,餐饮,正餐,False,False,2025,4,2,3,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,招行工资卡,,,2025/4/3 17:22,,,-8.0,8.0,支出,2025-04-03 17:22:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,3,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,招行工资卡,,,2025/4/3 17:22,,,-8.0,8.0,支出,2025-04-03 17:22:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,3,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-27.40,1,,早午晚餐,日常消费,招商银行,,,2025/4/3 17:22,,,-27.4,27.4,支出,2025-04-03 17:22:00,True,,False,,False,False,27.4,True,支出,餐饮,正餐,False,False,2025,4,2,3,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-150,1,,护肤/理发,,美容卡,,,2025/4/3 15:48,,,-150.0,150.0,支出,2025-04-03 15:48:00,True,,False,,False,False,150.0,True,支出,个护,综合,False,False,2025,4,2,3,False,False,,True,False,False,pre_car,True,False
收入,CNY,¥4.01,1,,利息收入,其他收入,招行工资卡,,,2025/4/3 11:26,,,4.01,4.01,收入,2025-04-03 11:26:00,True,,False,,False,False,4.01,True,收入,理财,利息,False,False,2025,4,2,3,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,招行工资卡,,,2025/4/2 17:41,,,-8.0,8.0,支出,2025-04-02 17:41:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,2,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,招行工资卡,,,2025/4/2 17:41,,,-8.0,8.0,支出,2025-04-02 17:41:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2025,4,2,2,False,False,,True,False,False,pre_car,True,False
